"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"41670",23,"a little extra","mostly anything","socially","never","working on college/university","asian",71.81,20000,"student",2011-10-09 17:39:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and laughing about it","m","capricorn and it's fun to think about","when drinking","english","single","hi my name is chris, i'm from san diego but moved to sf two years ago for school. i love to laugh and be jolly. i'm very easy going and rela"
"34667",36,"thin","strictly anything","socially","never","graduated from masters program","white",72.12,NA,"computer / hardware / software",2012-06-27 22:36:00,"san mateo, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","atheism but not too serious about it","m","libra but it doesn't matter","no","english (fluently), c++ (fluently)","single","ah, the dreaded self-summary. :) i'm a playful, easy-going guy who has a great sense of humor. i may or may not be somewhat over-educated, h"
"56236",27,"average","mostly vegetarian","socially","sometimes","working on space camp","white",71.14,1000000,"artistic / musical / writer",2012-06-29 13:17:00,"san francisco, california",NA,"straight","likes dogs and likes cats","other but not too serious about it","m","gemini and it's fun to think about",NA,"english","single","i am the worst internet dater ever.    real life good. online bad.    i like to people watch on this thing. when i am trying to be productiv"
"23707",28,"athletic","mostly anything","socially","never","graduated from college/university","white",70.05,NA,"sales / marketing / biz dev",2012-06-23 23:24:00,"alameda, california",NA,"straight",NA,NA,"m","libra","no","english","single","i am new to the bay area and am looking to meet some new people. i crave adventure and am looking for someone who enjoys getting out. i am a"
"18566",44,"athletic","mostly anything","socially","never","graduated from masters program","white",72.13,NA,NA,2012-06-30 13:30:00,"oakland, california","doesn't have kids","straight",NA,NA,"m","scorpio and it's fun to think about","no","english (fluently)","single","i don't know if the love of my life will come shooting into my inbox but i would love to have a long term relationship with someone who is k"
"59635",36,"average","mostly anything","often","sometimes","graduated from college/university","asian, white",68.83,NA,"computer / hardware / software",2012-06-29 10:35:00,"san francisco, california",NA,"straight","likes dogs and likes cats","agnosticism and somewhat serious about it","m","taurus but it doesn't matter","no","english","single","i've been in sf for a little more than 12 years now. my parents used to live here back in their 20's, before they decided to have kids, so i"
"14045",22,"fit","strictly anything","socially","never","working on college/university","black",75.07,NA,NA,2012-06-29 15:40:00,"san francisco, california",NA,"straight",NA,"christianity but not too serious about it","m","pisces and it's fun to think about","no","english (fluently)","single","i'm a passionate guy who has goals and the ambition to reach up and get them accomplished done. mixing music and sounds fx for movies is a d"
"55535",45,"average","mostly anything","socially","never","two-year college","white",67.09,NA,"medicine / health",2012-06-30 23:32:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and likes cats","catholicism but not too serious about it","m","cancer and it's fun to think about","no","english","single","well the best summary is that i am looking for love in all of the electronic places. i would love to meet someone who is looking for somethi"
"9114",29,"fit","mostly anything","socially","never",NA,"white",70.03,NA,"executive / management",2012-06-28 14:56:00,"san francisco, california",NA,"straight","likes dogs and likes cats","atheism but not too serious about it","m","cancer but it doesn't matter","sometimes","english","single","so i moved here from canada about 10 years ago. im new on the site cause i just got out of a relationship and i wanted to meet new people. i"
"55053",36,NA,NA,"rarely","never","graduated from college/university","asian",72.12,NA,"artistic / musical / writer",2012-06-27 09:00:00,"oakland, california",NA,"straight",NA,"atheism but not too serious about it","m",NA,"no","english (fluently)","seeing someone","i enjoy walking around oakland and talking about the mysteries of life. i'm a considerate person but i don't spend a lot of time caring what"
"1534",23,"fit","anything","socially","never","college/university","hispanic / latin",68.87,NA,"other",2011-11-23 13:24:00,"san leandro, california",NA,"straight","likes dogs",NA,"m","scorpio","when drinking","english (fluently), spanish (fluently)","single","like to go out to clubs have a couple drinks and just have fun all the time"
"18710",26,"athletic","vegetarian","socially",NA,"graduated from college/university","white",70.97,NA,NA,2012-04-28 16:12:00,"san francisco, california",NA,"straight","has dogs",NA,"m",NA,"no","english (fluently), spanish (fluently)","single","i just moved to the bay area in august and i'm loving it so far. i grew up in a suburb of chicago, went to college in colorado, then spent s"
"35623",40,"fit",NA,"socially","never","graduated from college/university","black",75.18,NA,NA,2012-06-28 14:40:00,"oakland, california",NA,"straight",NA,"buddhism but not too serious about it","m","cancer but it doesn't matter","sometimes","english","single","describing myself is something i have great difficulty with. i don't have a big ego. i'm the type of person that forgets to look in the mirr"
"47142",30,"athletic",NA,"socially","never","graduated from college/university","asian, white",72.93,100000,"science / tech / engineering",2012-06-30 22:51:00,"emeryville, california",NA,"straight","has dogs and likes cats",NA,"m","aquarius but it doesn't matter","no","english (fluently), c++ (okay)","single","hmm.. not sure how to really describe myself. well i'm really laid back, usually a little bit late everywhere. i love cooking and good wine,"
"54531",32,"average","strictly anything","socially","never","graduated from college/university","white",74.03,NA,"computer / hardware / software",2012-06-25 21:27:00,"redwood city, california",NA,"straight","has dogs",NA,"m","taurus but it doesn't matter","no","english (fluently), german (fluently), spanish (fluently), c++ (fluently)","single","i work hard, but i love to be outside (yay ... a clich right at the beginning). i hit the climbing walls at least once a week, the pool twic"
"49415",35,"average","mostly anything","socially",NA,"working on ph.d program","white",65.81,NA,"student",2012-06-25 21:30:00,"mountain view, california",NA,"straight",NA,"other","m","pisces","no","english","single","i was born and raised in russia (former ussr to be precise) and have been in the us for almost 20 years now with nearly undetectable accent."
"35525",30,"athletic","anything","socially","never","graduated from two-year college","hispanic / latin, white",73.89,70000,"other",2012-04-02 12:33:00,"san bruno, california",NA,"straight",NA,"catholicism but not too serious about it","m","taurus but it doesn't matter","no","english","single","i'm just a chill, fun, and outgoing person looking to find someone with the same interest. i enjoy watching sports, playing golf and softbal"
"35334",38,NA,NA,NA,NA,NA,"middle eastern, white",68.99,NA,"artistic / musical / writer",2012-06-30 12:59:00,"san francisco, california",NA,"gay","likes cats","other and somewhat serious about it","m",NA,NA,"english","single","mindful friendly arty geek. seeking good friends and a relationship."
"44916",25,"athletic","anything","rarely","never","working on ph.d program","middle eastern, native american, white",72.81,20000,"medicine / health",2012-04-20 22:54:00,"san francisco, california",NA,"gay","has cats","agnosticism","m","scorpio","no","english (fluently)","single","hey. i'm a friendly good looking guy who's looking for more than just a casual hookup. i'm not 100% sure what mr. right is going to be like "
"36547",29,NA,"mostly vegetarian","not at all","never","graduated from college/university","white",69.02,NA,"artistic / musical / writer",2012-06-25 13:50:00,"berkeley, california","wants kids","straight","likes dogs and likes cats","other","m",NA,"no","english","single","i'm an east coast expat five years and running. i'm an enthusiastic (if not exceptional) ultimate frisbee player. i believe in pragmatism. i"
