"","age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
"12082",33,NA,NA,NA,"never","graduated from ph.d program","white, other",59.97,NA,"computer / hardware / software",2012-06-30 10:40:00,"san francisco, california",NA,"straight",NA,"agnosticism and somewhat serious about it","f",NA,"no","english, c++","single","audrey hepburn says:  ""i'm an introvert... i love being by myself, love being outdoors,  love taking a long walk with my dogs and looking at"
"22400",24,"average",NA,"socially","never","graduated from college/university","white",67.11,NA,"other",2012-06-30 12:00:00,"san francisco, california","doesn't have kids","straight",NA,NA,"f",NA,"no","english","single","i'm a 24 year old, newly single girl. i haven't lived in san francisco for too long, but from what i've seen, i love it and it's exactly whe"
"54602",22,NA,"mostly anything","socially","never","graduated from college/university","white",64.15,NA,"medicine / health",2012-06-30 22:28:00,"san francisco, california",NA,"straight",NA,NA,"f","leo and it's fun to think about","sometimes","english (fluently), spanish (okay)","single","i just graduated from arizona state and moved to sf to further my career in psychology as a mental health counselor. :)"
"54907",42,"average","strictly other","not at all","never","graduated from med school","white",66.13,NA,"medicine / health",2012-06-30 20:02:00,"oakland, california","doesn't have kids","straight","has dogs and likes cats","other but not too serious about it","f","gemini and it's fun to think about","no","english","single","conscientious, loyal, down to earth, treehugger sort of gal.    a california native, i grew up in the southern half of the state. after coll"
"4402",29,"fit","mostly anything","socially","sometimes","graduated from masters program","white",69.03,NA,"political / government",2012-04-18 23:27:00,"san francisco, california",NA,"straight","likes dogs and dislikes cats","christianity and laughing about it","f","cancer but it doesn't matter","no","english, spanish (okay)","single",NA
"56461",52,"fit","mostly anything","socially","never","graduated from masters program","white",65.14,NA,"artistic / musical / writer",2012-06-29 15:32:00,"oakland, california","doesn't have kids","straight","likes dogs and has cats","christianity","f","scorpio but it doesn't matter","no","english (okay)","single","the first 30 years of my life i lived in and around seattle, playing the cello, reading, hiking, and being depressed. then i moved to san fr"
"20948",29,"thin",NA,"rarely",NA,"graduated from college/university","other",61.93,NA,"entertainment / media",2012-06-30 02:17:00,"san francisco, california","doesn't have kids","gay",NA,NA,"f","taurus","no","english (fluently), spanish (fluently), sign language (okay)","single",NA
"4272",51,"fit",NA,"socially",NA,"graduated from college/university","white",63.01,NA,"other",2012-01-08 20:06:00,"san francisco, california",NA,"straight","likes cats","judaism","f",NA,"no","english","single","i moved to california a few years ago and enjoy the diversity of activities and places. i love going to the theatre, museums, movies, etc an"
"36232",30,"fit","mostly anything","socially","never","graduated from college/university","white",69.17,NA,"sales / marketing / biz dev",2012-06-30 00:52:00,"san francisco, california","doesn't have kids, but might want them","straight","likes dogs and has cats","agnosticism but not too serious about it","f","aquarius and it's fun to think about","no","english (fluently), spanish (poorly)","single","sharp cookie. endlessly curious. layer of opposites.  i dream in mid-century modern.    like surrounding myself with stimulating, quirky and"
"10383",25,"average","mostly anything","socially","never","graduated from college/university","hispanic / latin, white",65.87,NA,"sales / marketing / biz dev",2012-06-21 08:51:00,"san mateo, california","doesn't have kids","straight","likes dogs","catholicism","f","virgo",NA,"english","single","my family and friends mean the world to me and i spend as much time with them as i can. the gym is my personal therapy and i have grown to l"
"54366",31,"full figured","mostly anything","socially","never","graduated from college/university","black, hispanic / latin, white",69.98,NA,"sales / marketing / biz dev",2012-07-01 01:08:00,"san francisco, california","doesn't have kids","straight","likes dogs","atheism and somewhat serious about it","f","leo and it's fun to think about","no","english (fluently), spanish (poorly)","single","i'm the person that usually balances other people out. i relax the angry, comfort the sad, get the depressed to laugh, etc. i don't know why"
"39271",26,"full figured","mostly anything","socially","sometimes","graduated from college/university","black",69.95,NA,"clerical / administrative",2012-06-30 23:20:00,"san francisco, california","doesn't want kids","straight","likes dogs and likes cats","agnosticism but not too serious about it","f","cancer but it doesn't matter","sometimes","english (fluently), french (poorly)","single","new to the bay area from san diego, looking for friends and maybe the potential for more. not interested in the casual hook up.    nerd and "
"10878",47,"overweight","mostly vegetarian","socially","never","graduated from two-year college","white",65.86,NA,"other",2012-06-29 22:44:00,"oakland, california","doesn't have kids","straight","likes dogs and likes cats","christianity","f","leo and it's fun to think about","no","english","single","i'm smart, have a sense of humor, and am compassionate and giving. i prefer honesty above all else. i'm stable, independent and worth discov"
"55737",64,"fit",NA,"socially","never","graduated from ph.d program","white",64.17,80000,"education / academia",2011-07-14 21:39:00,"redwood city, california","has a kid","straight",NA,"christianity but not too serious about it","f","scorpio and it's fun to think about","no","english (fluently)","single",NA
"8341",24,NA,NA,NA,NA,"working on masters program","white",68.19,NA,NA,2012-06-29 13:38:00,"berkeley, california",NA,"bisexual",NA,"buddhism but not too serious about it","f",NA,NA,"english, spanish (okay)","single","hello! i'm very positive, easy-going and love to learn and explore. i enjoy shocking people, making ridiculous comments and laughing uncontr"
"36534",46,"athletic",NA,"socially","never","graduated from college/university","white",66.02,NA,"other",2012-06-30 11:40:00,"palo alto, california","doesn't have kids","straight","has dogs",NA,"f",NA,"no","english (fluently), french (fluently), german (fluently), spanish (fluently)","single","having grown up in europe and currently living in california, i am a genuine combination of old world and new. my humor (but definitely not "
"41075",29,"thin",NA,"socially","never","graduated from college/university","pacific islander",59.97,NA,"law / legal services",2012-06-06 23:40:00,"berkeley, california",NA,"straight",NA,"catholicism but not too serious about it","f","virgo","no","english (fluently), tagalog (fluently), spanish (fluently), italian (poorly)","single","interests: immigrant rights, human rights, salsa dancing, samba dancing, traveling, spanish, films by almodovar, meeting new people, running"
"7416",29,NA,"mostly vegetarian","often",NA,"graduated from masters program","white",65.93,NA,"education / academia",2011-09-08 19:42:00,"oakland, california",NA,"bisexual","likes dogs","other and somewhat serious about it","f",NA,"no","english (fluently), hebrew (poorly)","seeing someone","i'm in a constant state of renewal and thrive on the cyclical. i am intellectual and often described as ""honest;"" a nice way to comment on m"
"57969",27,"thin",NA,"rarely","sometimes","dropped out of space camp",NA,63.87,NA,"education / academia",2012-05-12 10:08:00,"berkeley, california",NA,"gay","likes dogs and has cats","other and somewhat serious about it","f","pisces and it's fun to think about","no","english, sign language (poorly)","seeing someone","i love animals and nature. i like to fill my life with art, especially photography. i read a lot and enjoy a variety of activities with diff"
"28461",40,"curvy",NA,"socially","never","graduated from masters program","white",64.01,NA,NA,2012-06-30 15:03:00,"san francisco, california","doesn't want kids","gay","has dogs",NA,"f","gemini and it's fun to think about","no","english","single","i'm equal parts earnest, cavalier, and goofy, and hopefully attuning more to when each of those qualities is appropriate in context. i've be"
