name,price,sex,height,color,location,markings,weight,foaldate,registrations,disciplines,temperament
,750,Mare,13.009,Pinto,"Dayton, Ohio",Tri-color,700 pounds,5-Jan,,Youth/4-H Horse (Trained) Trail Horse (Trained) Hunter (Prospect) Western Riding (Prospect) Lesson Horse (Prospect),2.018
Cools Heart Breaker,1200,Mare,14.119,Sorrel,"OHIO, Illinois",STAR STRIP,1000 pounds,12-Mar,AQHA - American Quarter Horse Association (CALL ME),Western Riding (Prospect) Youth/4-H Horse (Prospect) Showmanship (Prospect) Halter (Champion),2.018
Grazie,2500,Mare,16.083,Chestnut,"Carlock, Illinois","Blaze, socks",,Apr-99,,Jumper  Hunter  Trail Horse  Dressage  Beginner/Family ,2.019
Sweet Sacrifice,5500,Mare,15.006,Sorrel,"Warsaw, Missouri","four Stalkings, body color, apron face",,5-Mar,APHA - American Paint Horse Association (829937),Hunter Under Saddle (Prospect) Western Pleasure (Show) (Competed or Shown) Brood Mare (Prospect),2.02
Thunder,10000,Gelding,18.184,Chestnut,"Hanover, Pennsylvania",Blaze,,2-May,,Dressage (Trained) Trail Horse (Trained) Vaulting (Prospect),2.02
Cache,1500,Mare,14.189,Black,"Scranton, Kansas",,,Jan-99,,Beginner/Family (Trained) Eventing (Prospect) Lesson Horse (Trained) Youth/4-H Horse (Trained),2.023
Champ,0,Gelding,12.008,Pinto,"Vienna, Maine",Dark Bay Roan Pinto,,1-May,,Driving (Trained) Beginner/Family (Rank Not Applicable),2.024
Rainy,2500,Mare,14.981,Sorrel,"Leverett, Massachusetts",White blaze,950 pounds,3-May,,Not Applicable ,2.024
Spark Section ( Tex),4500,Gelding,15.3,Buckskin,"Granby, Connecticut",,,4-May,AQHA - American Quarter Horse Association (x0638240),Equitation  Working Cow Horse  Ranch Horse  Trail Horse ,2.024
Cheyenne,950,Mare,14.101,Chestnut,"Kennard, Texas",Tovero,,4-Jan,,Trail Horse (Trained),2.025
Classic Blue Sky,15000,Gelding,15.285,Silver Dapple,"Durham, Connecticut",,1100 pounds,6-Apr,AQHA - American Quarter Horse Association (X0663992),Trail Horse (Rank Not Applicable) Equitation (Competed or Shown) Hunter (Competed or Shown) Hunter Under Saddle (Competed or Shown),2.027
Chip,12000,Gelding,16.101,Grey,"Malvern, Pennsylvania",,,9-Jan,,Eventing (Prospect) Field Hunter (Trained),2.027
One Lazy Time,22000,Gelding,15.98,Bay,"Lakeland, Florida","Blaze, sock",1200 pounds,9-Mar,AQHA - American Quarter Horse Association (5210182),Hunter Under Saddle (Prospect) Trail Horse (Prospect) Showmanship (Prospect) Horsemanship (Prospect) Western Pleasure (Prospect),2.028
Elvis,19500,Gelding,14.295,Sorrel,"Weatherford, Texas",,,May-99,AQHA - American Quarter Horse Association (),Barrel Racing  Racing  Cutting  Team Penning  Ranch Sorting ,2.029
Roxy,700,Mare,12.015,Bay,"Bloomfield, Iowa",,600 pounds,6-May,,Beginner/Family (Trained) Youth/4-H Horse (Trained) Trail Horse (Trained) Harness (Prospect),2.031
RC,0,Gelding,14.288,Bay,"Somerville, Alabama",Stripe,,Jan-90,,Not Applicable ,2.031
HAIRPIN SEXY DOLL,5000,Mare,14.102,Roan,"Dallas, Pennsylvania",roan no other markings,,8-Jul,AQHA - American Quarter Horse Association (),Cowboy Mounted Shooting (Trained) Ranch Horse (Trained) Lesson Horse (Trained) Reining (Prospect) Working Cow Horse (Prospect),2.032
Smarty,2800,Mare,16.116,Chestnut,"Louisburg, North Carolina","Blaze, Back socks",,8-May,JC - Jockey Club (),Breeding (Prospect) Brood Mare (Prospect) Companion Only ,2.039
YouBetShesMitoGood,5500,Mare,14.191,Grey,"St Augustine, Florida",,,10-Mar,AQHA - American Quarter Horse Association (53234624),Beginner/Family (Trained) Youth/4-H Horse (Trained) Western Pleasure (Show) (Prospect) Showmanship (Prospect) Competitive Trail Competitions (Prospect),2.042
Playboys Big Bonanza,1500,Gelding,16.01,Sorrel,"Cushing, Oklahoma",snip on his forehead,1200 pounds,Apr-00,AQHA - American Quarter Horse Association (3988616),Trail Horse (Rank Not Applicable),2.044
Brianna OSF,15000,Mare,15.308,Black,"de pere, Wisconsin",none,,8-Jun,FPZV USA (),Dressage (Trained) Trail Horse ,2.049
Leo,4200,Gelding,16.091,Black,"Eagle River, Wisconsin",,,5-May,,Trail Horse  Hunter Under Saddle  Hunter  Country Pleasure ,2.049
Lightening,2800,Gelding,14.204,Sorrel,"land o lakes, Florida",,,8-Jan,,Beginner/Family (Trained) Barrel Racing (Prospect) English Pleasure (Prospect) Hunter (Prospect) Dressage (Prospect),2.053
Pending,6500,Stallion,13.017,Sorrel,"Selma, North Carolina","Blue eyes, left hind sock, and wide blaze",600 pounds,12-Apr,AQHA - American Quarter Horse Association (pending) NRHA National Reining Horse Association (pending),Reining ,2.054
Jim Dear (JD),2000,Gelding,15.305,Bay,"Malibu , California",,,Jun-98,,Ranch Horse  Trail Horse  Western Pleasure ,2.054
Lady Satarma,9000,Mare,13.29,Black,"Moorpark, California",Balck and white Tobiano,,12-Jul,,,2.057
Balla' Rina,11500,Mare,15.291,Bay,"New Tripoli, Pennsylvania",Blaze; 3 socks,1100 pounds,11-Apr,RPSI - Rheinland Pfalz-Saar International (Pending),Hunter (Prospect) Dressage (Prospect) Eventing (Prospect) Brood Mare (Prospect),2.06
Scout,1100,Gelding,14.99,Sorrel,"Waldron, Indiana",Blaze and socks,1200 pounds,Apr-96,AQHA - American Quarter Horse Association (),Western Pleasure (Prospect) Lesson Horse (Prospect) Trail Horse (Trained) Youth/4-H Horse (Trained) Beginner/Family (Trained),2.061
Pete,500,Gelding,16.018,Chestnut,"Bush, Louisiana",flaxen mane and tail,,May-98,,Jumper (Competed or Shown),2.062
Shining Star,15000,Mare,15.304,Grey,"Rochester, Massachusetts",,,1-May,,Eventing (Competed or Shown) Dressage (Competed or Shown) Hunter (Competed or Shown),2.066
Cataboom,10000,Mare,14.112,Bay,"murfreesboro, Tennessee",Star,,Feb-00,AQHA - American Quarter Horse Association (4048391),Reining (Competed or Shown) Youth/4-H Horse (Trained) Lesson Horse (Trained) Horsemanship (Trained) Hunter (Trained),2.069
Jewel,20000,Mare,15.985,Bay,"Denver, Colorado",,,Apr-99,CSHA - Canadian Sport Horse Association (AB-CAN-APPR1919-99A),Jumper (Competed or Shown),2.069
Dot,1200,Mare,15.292,Bay,"Howell, Michigan",Sock,1100 pounds,Apr-98,,Trail Horse ,2.072
Q Ton Summer Suzy,2500,Mare,14.319,Pinto,"Stewartstown, New Hampshire",Blaze,,1-Apr,APHA - American Paint Horse Association (),Western Pleasure (Prospect) Western Pleasure (Show) (Prospect),2.074
Archimedes,4000,Gelding,16.188,Brown,"San Antonio, Texas",Star,1200 pounds,8-May,,Jumper (Prospect) Dressage (Prospect) Eventing (Prospect) Youth/4-H Horse (Prospect),2.075
Blueridge First Class,25000,Gelding,12.1,Chestnut,"Fletcher , North Carolina","Light chestnut, 4 stockings, blaze, and white chin",650 pounds,6-May,WPCSA - Welsh Pony and Cob Society of America () USEF - United States Equestrian Federation (Life),Pleasure Driving (Prospect) Beginner/Family (Champion) Hunter (Champion) Halter (Champion) English Pleasure (Champion),2.078
Taulbee's Nugget (Molly),2850,Mare,14.215,Sorrel,"Cross Junction, Virginia",,850 pounds,Jun-00,The Kentucky Mountain Saddle Horse Assoc. (20020981),Competitive Trail Competitions (Prospect) Gaited (Trained) Trail Horse (Trained),2.082
Two Eyed Bellerina,2500,Mare,15.197,Palomino,"Thomasville, North Carolina",,1100 pounds,7-Mar,AQHA - American Quarter Horse Association (4970924),Trail Horse (Trained),2.082
Betty Boop,8500,Mare,13.285,Black,"West Windsor, Vermont","Blaze, 4 white socks, belly patch",,9-Jan,,Dressage (Prospect) Driving (Prospect) Competitive Trail Competitions (Prospect) English Pleasure (Prospect) Hunter (Prospect),2.085
Elektra,5500,Mare,15.28,Black,"Valley Center, California",,1200 pounds,3-Apr,,Dressage (Trained) Trail Horse (Trained) Field Hunter (Prospect),2.085
Sulley,950,Gelding,15.006,Sorrel,"Elk Grove, California",,1001 pounds,Mar-90,,Beginner/Family (Competed or Shown) Lesson Horse (Competed or Shown) Youth/4-H Horse (Competed or Shown) Horsemanship (Trained) Barrel Racing (Champion),2.087
General Patrick,8500,Gelding,16.21,Bay,"Burleson, Texas",,,Apr-99,AQHA - American Quarter Horse Association (),Beginner/Family (Trained) Equitation (Competed or Shown) Hunter Under Saddle (Competed or Shown) Pleasure Driving (Prospect),2.088
KR Sunshine,6500,Mare,15.314,Sorrel,"Thomaston, Connecticut",Left blue eye,1200 pounds,3-Feb,APHA - American Paint Horse Association () PtHA - Pinto Horse Association of America (),English Pleasure  Hunter Under Saddle  Showmanship  Western Pleasure  Jumper ,2.091
Cd In The Bank,7500,Gelding,14.017,Sorrel,"Dallas, Texas",,1000 pounds,May-00,AQHA - American Quarter Horse Association (4037288),Trail Horse (Champion) Barrel Racing (Trained) Cutting (Champion) Team Penning (Trained) Ranch Sorting (Trained),2.093
Surprise Its Easter,500,Mare,14.282,Sorrel,"Milton, Georgia","Star and Strip, Left fore Sock, Sock on both hind feet.",1000 pounds,Feb-97,AQHA - American Quarter Horse Association (3539917),Breeding (Rank Not Applicable) Companion Only (Rank Not Applicable) Brood Mare (Rank Not Applicable),2.094
Split Shot,1500,Mare,15.195,Chestnut,"Brook Park, Minnesota",,,May-97,NSH & HAHR (),Halter (Champion) Beginner/Family (Trained) Youth/4-H Horse (Trained) Trail Horse (Prospect) English Pleasure (Prospect),2.094
TR Prissy Lena,5500,Mare,15.011,Roan,"Dallas, Texas",,1000 pounds,5-Mar,AQHA - American Quarter Horse Association ( 4757456),Ranch Sorting (Trained) Team Sorting (Trained) Ranch Horse (Trained) Trail Horse (Trained) Team Penning (Trained),2.096
Bailey,0,Gelding,15.296,Dun,"Kissimmee, Florida","Blaze, blanket, 4 stockings",,Jan-93,,English Pleasure (Competed or Shown) Horsemanship (Competed or Shown) Hunter Under Saddle (Competed or Shown) Showmanship (Competed or Shown) Western Pleasure (Show) (Competed or Shown),2.096
Touch of Tardeesclass (Willy),3850,Gelding,15.31,Sorrel,"Algona, Iowa",Overo,1100 pounds,9-Mar,"APHA - American Paint Horse Association (969,500) PtHA - Pinto Horse Association of America (144690) PtHA (144690)",Halter  Western Pleasure  Trail Horse  Showmanship  Youth/4-H Horse ,2.096
Big Boy,0,Gelding,14.983,Bay,"Vernon, Florida","Star, 3 socks",,3-Jan,,Companion Only (Rank Not Applicable),2.099
The Minute We Met,7000,Mare,17.008,Bay,"Canal Winchester, Ohio",none,,4-Jun,AQHA - American Quarter Horse Association (x0637526),English Pleasure (Competed or Shown) Youth/4-H Horse (Champion) Showmanship (Competed or Shown) Equitation (Competed or Shown) Horsemanship (Competed or Shown),2.099
DW Cowboy Shooter,2000,Gelding,15.11,Dun,"Canton, North Carolina",Fewspot,1000 pounds,9-May,ApHC - Appaloosa Horse Club (email),Youth/4-H Horse (Prospect) Hunter (Prospect) Trail Horse (Trained) Lesson Horse (Trained) Hunter Under Saddle (Trained),2.102
IMA BLAZING HOT,10000,Gelding,15.09,Bay,"OSTEEN, Florida",,,6-Feb,"APHA - American Paint Horse Association (884,227) PtHA - Pinto Horse Association of America ()",Equitation (Competed or Shown) Horsemanship (Competed or Shown) Showmanship (Competed or Shown) Hunter Under Saddle (Competed or Shown) Western Pleasure (Show) (Competed or Shown),2.107
Unabated aka Waylon,2500,Gelding,15.297,Sorrel,"Huntersville, North Carolina","Star, snip, hind socks",,7-Mar,AQHA - American Quarter Horse Association (),Western Pleasure (Trained) Trail Horse (Trained) Dressage (Prospect) Western Pleasure (Show) (Prospect),2.108
Benlea Fancy Lass,3900,Mare,13.104,Bay,"Winchester, Virginia",,,5-Apr,WPCSA - Welsh Pony and Cob Society of America (B-44101),Dressage (Trained) English Pleasure (Trained) Hunter Under Saddle (Trained) Trail Horse (Trained) Eventing (Prospect),2.114
Cicero,5500,Gelding,15.282,Pinto,"Hartselle, Alabama",Bay Tobiano,,3-May,FSHR - Friesian Sport Horse Registry (2003364),Dressage (Trained) Hunter (Competed or Shown) Eventing (Prospect) Field Hunter (Prospect) Trail Horse (Trained),2.115
LSRs Ruby Rianna,1800,Mare,14.201,Chestnut,"Union, Michigan","elongated star, strip, snip",1000 pounds,7-Apr,AQHA - American Quarter Horse Association (5190370),Barrel Racing ,2.119
Lace,2500,Mare,16.014,Chestnut,"Abernathy, Texas",,,4-Apr,,Trail Horse (Trained),2.119
Cowboy,3300,Gelding,14.292,Buckskin,"bradenton, Florida",,1200 pounds,3-Jan,,Cutting ,2.121
Rocky's Ripley Van Winkle,15000,Gelding,13.219,Grey,"Medina, Ohio",N/A,,2-Sep,USEF - United States Equestrian Federation (4738937) USEF - United States Equestrian Federation (),Hunter ,2.122
Ima Sudden Goodbar,6000,Mare,14.995,Chestnut,"Eyota, Minnesota","Blaze, dark spots on face. Left hind sock",,6-Mar,AQHA - American Quarter Horse Association (4818636),Equitation (Champion) Horsemanship (Competed or Shown) Hunter Under Saddle (Competed or Shown) Showmanship (Competed or Shown) Western Pleasure (Show) (Competed or Shown),2.123
Kiss My Detail,14000,Gelding,16.214,Bay,"Conneaut Lake, Pennsylvania","Star and Snip, Right fore sock, left hind sock, right hind pastern white, no other markings",,2-Feb,AQHA - American Quarter Horse Association (X0606501),Hunter Under Saddle (Champion),2.124
Chisum,3900,Gelding,15.084,Bay,"Aubrey, Texas",Blaze face,,7-Apr,,Team Penning (Prospect) Trail Horse (Trained) Ranch Sorting (Prospect) Team Roping (Prospect) Ranch Horse (Trained),2.126
Ginger,500,Mare,14.988,Sorrel,"Dewey, Illinois",Flaxen mane and tail,,Jan-89,,Not Applicable ,2.127
Always Bar Time,18500,Gelding,16.11,Brown,"Arthur, Ontario, Canada",,1100 pounds,4-Mar,AQHA - American Quarter Horse Association (4536746),Hunter Under Saddle (Champion) Equitation (Champion) Horsemanship (Champion) Western Pleasure (Show) (Competed or Shown) Hunter (Champion),2.13
Jigwater Storm (Rex),4000,Gelding,15.281,Other,"Sylva, North Carolina",,,1-Apr,RMHA - Rocky Mountain Horse Association Official (2002008200),Trail Horse (Prospect) Gaited (Prospect),2.131
Muchos Billy Boon,12000,Stallion,14.3,Buckskin,"Lone Oak, Texas",,1100 pounds,Apr-97,AQHA - American Quarter Horse Association (3554416) FQHR (4985),Breeding (Trained) Working Cow Horse (Competed or Shown) Ranch Sorting (Competed or Shown) Ranch Horse (Competed or Shown) Team Penning (Competed or Shown),2.133
Birdie,2500,Mare,14.201,Grey,"Franklinville, New York",,,3-May,,English Pleasure (Competed or Shown) Western Pleasure (Competed or Shown) Beginner/Family (Competed or Shown) Lesson Horse (Competed or Shown) Trail Horse (Competed or Shown),2.135
Maverick,3000,Gelding,15.089,Sorrel,"Fruitdale, Alabama","Blaze, 2 white stockings, 1 white sock",,Jan-99,,Barrel Racing ,2.136
Certified Deja Vu,500,Mare,16.09,Bay,"Richwood, Ohio",,,11-Feb,AQHA - American Quarter Horse Association (),Brood Mare (Prospect),2.136
Having Te With Jane,0,Mare,15.297,Chestnut,"Redwood Valley, California",none,1000 pounds,May-94,AQHA - American Quarter Horse Association (),Brood Mare (Rank Not Applicable) Dressage (Competed or Shown),2.137
Dipping in the Riches,15000,Stallion,16.019,Chestnut,"Cocoa, Florida",Star/Strip and 2 hind socks,,11-May,RPSI - Rheinland Pfalz-Saar International () USEF - United States Equestrian Federation (),Dressage (Prospect) Eventing (Champion) Hunter (Prospect) Breeding (Prospect) Halter (Champion),2.137
Sundance,3000,Gelding,15.097,Palomino,"Benton, Missouri",,1100 pounds,3-Jan,,Trail Horse ,2.142
Rococo (Coco),8500,Mare,16.082,Bay,"Pittsboro, North Carolina",,,3-May,,Trail Horse (Trained) Brood Mare (Rank Not Applicable) Dressage (Trained),2.142
Pretzel,1000,Mare,11.209,Bay,"Stockton, New Jersey",,,Jan-98,,,2.147
Coco,5000,Mare,11.991,Bay,"Uxbridge, Ontario, Canada",,,5-May,CHSA (),Beginner/Family (Rank Not Applicable) Breeding (Rank Not Applicable) English Pleasure (Trained) Equitation (Trained) Hunter (Prospect),2.148
Dusty Rusty,3800,Gelding,14.187,Chestnut,"Vinemont, Alabama",Star on forehead & white stockings in the rear,800 pounds,1-Jan,,Hunter (Prospect) Field Hunter (Prospect) Jumper (Trained) Eventing (Competed or Shown) Dressage (Competed or Shown),2.149
CMC Flash of Summer,1500,Stallion,14.204,Pinto,"phillips, Wisconsin",buckskin tovero; 4 tall white stockings,,11-Apr,ABCR/ICHO (pending),Breeding (Prospect) Youth/4-H Horse (Prospect),2.151
Blue,12000,Gelding,15.988,Bay,"Ocala, Florida",,,2-Mar,,Dressage (Trained) Jumper (Trained),2.153
I Dare to Intimidate,3000,Mare,14.995,Brown,"Freeport, Minnesota",,,8-Apr,,Western Pleasure (Trained) Youth/4-H Horse (Prospect) Western Pleasure (Show) (Prospect) Longe-Line (Competed or Shown),2.154
Rosie,10000,Mare,16.29,Grey,"Clayton, North Carolina",,,6-May,,Hunter  Dressage  Eventing (Competed or Shown),2.154
Laconia,6500,Mare,13.996,Pinto,"Manhattan, Kansas",,800 pounds,8-Apr,WPCSA - Welsh Pony and Cob Society of America (H7861),Jumper (Prospect) Lesson Horse (Prospect) Equitation (Prospect) Hunter Under Saddle (Competed or Shown) Hunter (Competed or Shown),2.155
Dee Dee,500,Mare,15.109,Bay,"old fort, North Carolina","star, sock",,Jan-99,,Trail Horse (Trained) Endurance Riding (Prospect) Beginner/Family (Trained),2.156
Caans Chrome Plated,19900,Gelding,16.119,Grey,"Stuart, Florida",None,,5-Mar,AQHA - American Quarter Horse Association (),Equitation (Champion) Hunter (Champion) Jumper (Champion) Showmanship (Champion) Hunter Under Saddle (Champion),2.161
Coon,1000,Mare,14.194,Black,"Rapelje, Montana","silver tail, white socks",1000 pounds,11-Aug,,Calf Roping (Prospect) Competitive Trail Competitions (Prospect) Country Pleasure (Prospect) Endurance Riding (Prospect) Ranch Horse (Prospect),2.163
Depositchex By Shine,6500,Mare,15.085,Bay,"Dallas, Texas",,1050 pounds,8-May,AQHA - American Quarter Horse Association (5155279),Lesson Horse  Reined Cow Horse  Youth/4-H Horse  Trail Horse  Reining ,2.163
Island Pleasure,2500,Mare,15.182,Grey,"Dallas, Texas",,1050 pounds,Jan-99,,Dressage (Trained) Hunter (Trained) Jumper (Trained) English Pleasure (Trained) Trail Horse (Trained),2.163
Fhame n Phortion,1000,Mare,14.296,Chestnut,"Bloomfield, Iowa",blaze 3 socks,800 pounds,Jul-96,AHA - Arabian Horse Association (538108),Barrel Racing (Competed or Shown) Beginner/Family (Trained) Lesson Horse (Trained) Youth/4-H Horse (Trained) Western Pleasure (Show) (Trained),2.166
Smart Badger Boy,4500,Gelding,5.283,Bay,"Vian, Oklahoma",,950 pounds,3-Apr,AQHA - American Quarter Horse Association (4514022),Team Penning (Champion) Beginner/Family (Trained) Trail Horse (Trained),2.173
Docs Hickory Sugar,5000,Mare,14.282,Bay,"Swainsboro, Georgia",Star and snip. White on bridge of nose and above nostrils. Left hind half pastern white.,,3-Apr,AQHA - American Quarter Horse Association (4410577),Trail Horse (Trained) Ranch Horse (Competed or Shown) Cutting (Prospect) Brood Mare (Trained) Beginner/Family (Trained),2.177
Cady O'Daly Mistletoe,15000,Mare,15.088,Bay,"Goode, Virginia",star and two back socks.,950 pounds,2-Dec,ACPS - American Connemara Pony Society (),Eventing (Champion) Field Hunter (Trained) Beginner/Family (Trained) Dressage (Competed or Shown) Jumper (Competed or Shown),2.177
12yr AQHA SI 80 Daughter of Streakin Jewel SI 108,1000,Mare,15.19,Brown,"Leander, Texas",,,1-Mar,AQHA - American Quarter Horse Association (email for #),Barrel Racing (Prospect) Brood Mare (Prospect) Racing (Champion),2.177
